programs,slos,program,date,direct,indirect
Bilingual Program,Single Subject - Science,44000,2004.09,2.4,3.9
Bilingual Program,Single Subject - Science,44000,2004.11,3.18,3.54
Bilingual Program,Single Subject - Science,44000,2004.12,1.78,1.25
Bilingual Program,Single Subject - Science,44000,2005.01,1.63,2.08
Bilingual Program,Single Subject - Science,44000,2005.02,3.84,1.59
Bilingual Program,Single Subject - Science,44000,2005.03,1.88,3.82
Bilingual Program,Single Subject - Science,44000,2005.04,1.87,3.31
Bilingual Program,Single Subject - Science,44000,2005.05,3.57,3.18
Bilingual Program,Single Subject - Science,44000,2005.06,3.66,3.15
Bilingual Program,Single Subject - Science,44000,2005.07,2.12,1.5
Bilingual Program,Single Subject - Science,44000,2005.08,2.62,2.35
Bilingual Program,Single Subject - Science,44000,2005.09,2.76,3.01
Bilingual Program,Single Subject - Science,44000,2005.11,3.06,2.87
Bilingual Program,Single Subject - Science,44000,2005.12,2.69,3.13
Bilingual Program,Single Subject - Science,44000,2006.01,3.56,3.82
Bilingual Program,Single Subject - Science,44000,2006.02,2.03,3.14
Bilingual Program,Single Subject - Science,44000,2006.03,1.66,2.02
Bilingual Program,Single Subject - Science,44000,2006.04,3.81,2.21
Bilingual Program,Single Subject - Science,44000,2006.05,3.37,1.9
Bilingual Program,Single Subject - Science,44000,2006.06,3.29,3.59
Bilingual Program,Single Subject - Science,44000,2006.07,3.99,2.64
Bilingual Program,Single Subject - Science,44000,2006.08,3.29,2.65
Bilingual Program,Single Subject - Science,44000,2006.09,1.77,1.34
Bilingual Program,Single Subject - Science,44000,2006.11,3.35,3.85
Bilingual Program,Single Subject - Science,44000,2006.12,3.24,1.89
Bilingual Program,Single Subject - Science,44000,2007.01,3.36,2.87
Bilingual Program,Single Subject - Science,44000,2007.02,3.5,1.14
Bilingual Program,Single Subject - Science,44000,2007.03,1.07,1.6
Bilingual Program,Single Subject - Science,44000,2007.04,3.46,1.82
Bilingual Program,Single Subject - Science,44000,2007.05,2.94,3.83
Bilingual Program,Single Subject - Science,44000,2007.06,3.83,3.37
Bilingual Program,Single Subject - Science,44000,2007.07,3.2,2.21
Bilingual Program,Single Subject - Science,44000,2007.08,2.94,3.02
Bilingual Program,Single Subject - Science,44000,2007.09,3.19,3.32
Bilingual Program,Single Subject - Science,44000,2007.11,2.4,2.71
Bilingual Program,Single Subject - Science,44000,2007.12,3.92,3.08
Bilingual Program,Single Subject - Science,44000,2008.01,2.77,3.02
Bilingual Program,Single Subject - Science,44000,2008.02,2.27,1.51
Bilingual Program,Single Subject - Science,44000,2008.03,1.85,2.86
Bilingual Program,Single Subject - Science,44000,2008.04,2.13,2.79
Bilingual Program,Single Subject - Science,44000,2008.05,3.5,2.06
Bilingual Program,Single Subject - Science,44000,2008.06,2.35,2.9
Bilingual Program,Single Subject - Science,44000,2008.07,2.15,3.61
Bilingual Program,Single Subject - Science,44000,2008.08,2.28,3.39
Bilingual Program,Single Subject - Science,44000,2008.09,3.43,2.32
Bilingual Program,Single Subject - Science,44000,2008.11,2.15,3.12
Bilingual Program,Single Subject - Science,44000,2008.12,2.73,1.4
Bilingual Program,Single Subject - Science,44000,2009.01,1.5,1.67
Bilingual Program,Single Subject - Science,44000,2009.02,2.74,3.16
Bilingual Program,Single Subject - Science,44000,2009.03,3.86,2.72
Bilingual Program,Single Subject - Science,44000,2009.04,1.13,1.6
Bilingual Program,Single Subject - Science,44000,2009.05,1.56,3.1
Bilingual Program,Single Subject - Science,44000,2009.06,2.68,1.22
Bilingual Program,Single Subject - Science,44000,2009.07,3.8,1.42
Bilingual Program,Single Subject - Science,44000,2009.08,1.08,1.44
Bilingual Program,Single Subject - Science,44000,2009.09,1.64,2.68
Bilingual Program,Single Subject - Science,44000,2009.11,3.04,2.22
Bilingual Program,Single Subject - Science,44000,2009.12,1.92,3.13
Bilingual Program,Single Subject - Science,44000,2010.01,3.77,1.81
Bilingual Program,Single Subject - Science,44000,2010.02,3.6,3.43
Bilingual Program,Single Subject - Science,44000,2010.03,3.51,1.56
Bilingual Program,Single Subject - Science,44000,2010.04,3.87,3.94
Bilingual Program,Single Subject - Science,44000,2010.05,1.45,3.81
Bilingual Program,Single Subject - Science,44000,2010.06,1.01,1.18
Bilingual Program,Single Subject - Science,44000,2010.07,1.28,1.46
Bilingual Program,Single Subject - Science,44000,2010.08,2.97,1.63
Bilingual Program,Single Subject - Science,44000,2010.09,2.84,1.93
Bilingual Program,Single Subject - Science,44000,2010.11,3.59,2.57
Bilingual Program,Single Subject - Science,44000,2010.12,2.6,2.03
Bilingual Program,Single Subject - Science,44100,1992.01,1.83,2.31
Bilingual Program,Single Subject - Science,44100,1992.02,1.58,1.46
Bilingual Program,Single Subject - Science,44100,1992.03,3.5,1.97
Bilingual Program,Single Subject - Science,44100,1992.04,3.16,1.64
Bilingual Program,Single Subject - Science,44100,1992.05,2.88,3.89
Bilingual Program,Single Subject - Science,44100,1992.06,1.96,2.18
Bilingual Program,Single Subject - Science,44100,1992.07,2.52,3.4
Bilingual Program,Single Subject - Science,44100,1992.08,2.63,2.14
Bilingual Program,Single Subject - Science,44100,1992.09,1.9,1.49
Bilingual Program,Single Subject - Science,44100,1992.11,2.96,2.44
Bilingual Program,Single Subject - Science,44100,1992.12,3.01,3.43
Bilingual Program,Single Subject - Science,44100,1993.01,2.94,2.62
Bilingual Program,Single Subject - Science,44100,1993.02,2.02,1.63
Bilingual Program,Single Subject - Science,44100,1993.03,1.95,1.83
Bilingual Program,Single Subject - Science,44100,1993.04,1.37,3.42
Bilingual Program,Single Subject - Science,44100,1993.05,1.72,3.9
Bilingual Program,Single Subject - Science,44100,1993.06,2.29,3.54
Bilingual Program,Single Subject - Science,44100,1993.07,3.14,3.32
Bilingual Program,Single Subject - Science,44100,1993.08,1.8,1.17
Bilingual Program,Single Subject - Science,44100,1993.09,1.91,3.69
Bilingual Program,Single Subject - Science,44100,1993.11,3.65,3.87
Bilingual Program,Single Subject - Science,44100,1993.12,2.79,2.42
Bilingual Program,Single Subject - Science,44100,1994.01,1.84,1.61
Bilingual Program,Single Subject - Science,44100,1994.02,3.17,3.87
Bilingual Program,Single Subject - Science,44100,1994.03,2.71,1.14
Bilingual Program,Single Subject - Science,44100,1994.04,2.08,3.91
Bilingual Program,Single Subject - Science,44100,1994.05,3.16,3.14
Bilingual Program,Single Subject - Science,44100,1994.06,3.56,2.27
Bilingual Program,Single Subject - Science,44100,1994.07,2.88,1.49
Bilingual Program,Single Subject - Science,44100,1994.08,2.68,2.86
Bilingual Program,Single Subject - Science,44100,1994.09,1.5,1.12
Bilingual Program,Single Subject - Science,44100,1994.11,3.39,3.49
Bilingual Program,Single Subject - Science,44100,1994.12,3.14,3.28
Bilingual Program,Single Subject - Science,44100,1995.01,2.4,3.8
Bilingual Program,Single Subject - Science,44100,1995.02,1.36,2.25
Bilingual Program,Single Subject - Science,44100,1995.03,3.69,2.32
Bilingual Program,Single Subject - Science,44100,1995.04,1.41,2.41
Bilingual Program,Single Subject - Science,44100,1995.05,2.69,2.38
Bilingual Program,Single Subject - Science,44100,1995.06,2.28,3.23
Bilingual Program,Single Subject - Science,44100,1995.07,2.5,1.24
Bilingual Program,Single Subject - Science,44100,1995.08,3.46,2.46
Bilingual Program,Single Subject - Science,44100,1995.09,1.86,1.4
Bilingual Program,Single Subject - Science,44100,1995.11,3.26,2.89
Bilingual Program,Single Subject - Science,44100,1995.12,3.49,3.84
Bilingual Program,Single Subject - Science,44100,1996.01,3.76,3.02
Bilingual Program,Single Subject - Science,44100,1996.02,3.41,1.91
Bilingual Program,Single Subject - Science,44100,1996.03,2.11,2.73
Bilingual Program,Single Subject - Science,44100,1996.04,1.13,2.41
Bilingual Program,Single Subject - Science,44100,1996.05,3.5,1.65
Bilingual Program,Single Subject - Science,44100,1996.06,3.67,3.79
Bilingual Program,Single Subject - Science,44100,1996.07,3.34,1.8
Bilingual Program,Single Subject - Science,44100,1996.08,2.18,1.07
Bilingual Program,Single Subject - Science,44100,1996.09,2.37,3.03
Bilingual Program,Single Subject - Science,44100,1996.11,3.9,3.64
Bilingual Program,Single Subject - Science,44100,1996.12,1.66,2.75
Bilingual Program,Single Subject - Science,44100,1997.01,2.86,2.98
Bilingual Program,Single Subject - Science,44100,1997.02,2.46,3.01
Bilingual Program,Single Subject - Science,44100,1997.03,3.48,1.08
Bilingual Program,Single Subject - Science,44100,1997.04,3.6,2.81
Bilingual Program,Single Subject - Science,44100,1997.05,1.41,1.24
Bilingual Program,Single Subject - Science,44100,1997.06,1.07,1.41
Bilingual Program,Single Subject - Science,44100,1997.07,2.21,1.17
Bilingual Program,Single Subject - Science,44100,1997.08,3.97,1.87
Bilingual Program,Single Subject - Science,44100,1997.09,3.62,2.76
Bilingual Program,Single Subject - Science,44100,1997.11,3.22,3.53
Bilingual Program,Single Subject - Science,44100,1997.12,2.73,3.46
Bilingual Program,Single Subject - Science,44100,1998.01,1.5,3.05
Bilingual Program,Single Subject - Science,44100,1998.02,1.34,3.34
Bilingual Program,Single Subject - Science,44100,1998.03,2.05,1.34
Bilingual Program,Single Subject - Science,44100,1998.04,2.5,3.5
Bilingual Program,Single Subject - Science,44100,1998.05,2.19,1.91
Bilingual Program,Single Subject - Science,44100,1998.06,3.82,1.87
Bilingual Program,Single Subject - Science,44100,1998.07,3.36,1.33
Bilingual Program,Single Subject - Science,44100,1998.08,3.12,2.73
Bilingual Program,Single Subject - Science,44100,1998.09,2.5,3.26
Bilingual Program,Single Subject - Science,44100,1998.11,2.72,2.06
Bilingual Program,Single Subject - Science,44100,1998.12,1.62,3
Bilingual Program,Single Subject - Science,44100,1999.01,3.92,1.92
Bilingual Program,Single Subject - Science,44100,1999.02,3.3,1.12
Bilingual Program,Single Subject - Science,44100,1999.03,1.15,1.28
Bilingual Program,Single Subject - Science,44100,1999.04,1.36,2.35
Bilingual Program,Single Subject - Science,44100,1999.05,1.81,3.39
Bilingual Program,Single Subject - Science,44100,1999.06,1.2,1.61
Bilingual Program,Single Subject - Science,44100,1999.07,1.74,1.8
Bilingual Program,Single Subject - Science,44100,1999.08,3.4,2.27
Bilingual Program,Single Subject - Science,44100,1999.09,2.73,3.45
Bilingual Program,Single Subject - Science,44100,1999.11,3.94,1.16
Bilingual Program,Single Subject - Science,44100,1999.12,2.36,3.41
Bilingual Program,Single Subject - Science,44100,2000.01,3.83,3.09
Bilingual Program,Single Subject - Science,44100,2000.02,2.66,1.04
Bilingual Program,Single Subject - Science,44100,2000.03,1.03,2.88
Bilingual Program,Single Subject - Science,44100,2000.04,1.01,2.02
Bilingual Program,Single Subject - Science,44100,2000.05,1.13,3.06
Bilingual Program,Single Subject - Science,44100,2000.06,1.72,3.96
Bilingual Program,Single Subject - Science,44100,2000.07,1.13,3.42
Bilingual Program,Single Subject - Science,44100,2000.08,3.37,1.21
Bilingual Program,Single Subject - Science,44100,2000.09,2.49,2.44
Bilingual Program,Single Subject - Science,44100,2000.11,3.82,2.74
Bilingual Program,Single Subject - Science,44100,2000.12,3.02,3.57
Bilingual Program,Single Subject - Science,44100,2001.01,1.33,2.95
Bilingual Program,Single Subject - Science,44100,2001.02,3.34,1.74
Bilingual Program,Single Subject - Science,44100,2001.03,3.92,2.44
Bilingual Program,Single Subject - Science,44100,2001.04,1.18,2.15
Bilingual Program,Single Subject - Science,44100,2001.05,2.72,2.25
Bilingual Program,Single Subject - Science,44100,2001.06,3.98,2.75
Bilingual Program,Single Subject - Science,44100,2001.07,1.52,2.88
Bilingual Program,Single Subject - Science,44100,2001.08,2.25,1.32
Bilingual Program,Single Subject - Science,44100,2001.09,1.8,1.78
Bilingual Program,Single Subject - Science,44100,2001.11,3.2,3.39
Bilingual Program,Single Subject - Science,44100,2001.12,3.28,3.38
Bilingual Program,Single Subject - Science,44100,2002.01,3.89,1.12
Bilingual Program,Single Subject - Science,44100,2002.02,2.9,1.65
Bilingual Program,Single Subject - Science,44100,2002.03,2.2,2.85
Bilingual Program,Single Subject - Science,44100,2002.04,3.32,1.65
Bilingual Program,Single Subject - Science,44100,2002.05,2.91,3.14
Bilingual Program,Single Subject - Science,44100,2002.06,3.71,2.28
Bilingual Program,Single Subject - Science,44100,2002.07,2.1,1.24
Bilingual Program,Single Subject - Science,44100,2002.08,2.08,2.48
Bilingual Program,Single Subject - Science,44100,2002.09,2.66,3.09
Bilingual Program,Single Subject - Science,44100,2002.11,1.18,1.38
Bilingual Program,Single Subject - Science,44100,2002.12,2.21,2.46
Bilingual Program,Single Subject - Science,44100,2003.01,3.39,2.26
Bilingual Program,Single Subject - Science,44100,2003.02,2.71,2.56
Bilingual Program,Single Subject - Science,44100,2003.03,1.31,3.35
Bilingual Program,Single Subject - Science,44100,2003.04,2.66,3.61
Bilingual Program,Single Subject - Science,44100,2003.05,3.73,1.36
Bilingual Program,Single Subject - Science,44100,2003.06,3.33,2.32
Bilingual Program,Single Subject - Science,44100,2003.07,2.85,2.59
Bilingual Program,Single Subject - Science,44100,2003.08,2.85,2.2
Bilingual Program,Single Subject - Science,44100,2003.09,2.59,3.61
Bilingual Program,Single Subject - Science,44100,2003.11,3.27,3.38
Bilingual Program,Single Subject - Science,44100,2003.12,3.83,3.7
Bilingual Program,Single Subject - Science,44100,2004.01,3.41,3.93
Bilingual Program,Single Subject - Science,44100,2004.02,1.15,2.04
Bilingual Program,Single Subject - Science,44100,2004.03,3.4,1.95
Bilingual Program,Single Subject - Science,44100,2004.04,3.15,2.88
Bilingual Program,Single Subject - Science,44100,2004.05,1.05,3.18
Bilingual Program,Single Subject - Science,44100,2004.06,2.19,1.92
Bilingual Program,Single Subject - Science,44100,2004.07,1.78,1.68
Bilingual Program,Single Subject - Science,44100,2004.08,2.58,1.34
Bilingual Program,Single Subject - Science,44100,2004.09,2.85,3.83
Bilingual Program,Single Subject - Science,44100,2004.11,2.92,3.42
Bilingual Program,Single Subject - Science,44100,2004.12,3.4,1.41
Bilingual Program,Single Subject - Science,44100,2005.01,3.43,2.32
Bilingual Program,Single Subject - Science,44100,2005.02,2.59,1.1
Bilingual Program,Single Subject - Science,44100,2005.03,2.54,3.83
Bilingual Program,Single Subject - Science,44100,2005.04,3.1,2.5
Bilingual Program,Single Subject - Science,44100,2005.05,1.38,3.98
Bilingual Program,Single Subject - Science,44100,2005.06,2.18,1.68
Bilingual Program,Single Subject - Science,44100,2005.07,3.55,1.24
Bilingual Program,Single Subject - Science,44100,2005.08,2.6,1.25
Bilingual Program,Single Subject - Science,44100,2005.09,1.38,1.16
Bilingual Program,Single Subject - Science,44100,2005.11,1.83,3.45
Bilingual Program,Single Subject - Science,44100,2005.12,2.07,3.97
Bilingual Program,Single Subject - Science,44100,2006.01,3.11,1.3
Bilingual Program,Single Subject - Science,44100,2006.02,2.05,2.81
Bilingual Program,Single Subject - Science,44100,2006.03,3.24,3.62
Bilingual Program,Single Subject - Science,44100,2006.04,1.57,1.06
Bilingual Program,Single Subject - Science,44100,2006.05,3.15,2.43
Bilingual Program,Single Subject - Science,44100,2006.06,1.46,2.54
Bilingual Program,Single Subject - Science,44100,2006.07,3.94,2.54
Bilingual Program,Single Subject - Science,44100,2006.08,3.15,1.94
Bilingual Program,Single Subject - Science,44100,2006.09,3.66,1.95
Bilingual Program,Single Subject - Science,44100,2006.11,1.57,2.63
Bilingual Program,Single Subject - Science,44100,2006.12,2.77,2.15
Bilingual Program,Single Subject - Science,44100,2007.01,1.53,3.96
Bilingual Program,Single Subject - Science,44100,2007.02,1.78,1.04
Bilingual Program,Single Subject - Science,44100,2007.03,3.35,2.71
Bilingual Program,Single Subject - Science,44100,2007.04,1.66,1.35
Bilingual Program,Single Subject - Science,44100,2007.05,1.85,1.41
Bilingual Program,Single Subject - Science,44100,2007.06,1.98,3.37
Bilingual Program,Single Subject - Science,44100,2007.07,1.47,2.26
Bilingual Program,Single Subject - Science,44100,2007.08,3.03,3.24
Bilingual Program,Single Subject - Science,44100,2007.09,2.67,3.37
Bilingual Program,Single Subject - Science,44100,2007.11,1.75,2.84
Bilingual Program,Single Subject - Science,44100,2007.12,3.64,3.45
Bilingual Program,Single Subject - Science,44100,2008.01,2.77,2.86
Bilingual Program,Single Subject - Science,44100,2008.02,3.49,3.27
Bilingual Program,Single Subject - Science,44100,2008.03,2.96,2.54
Bilingual Program,Single Subject - Science,44100,2008.04,3,3.18
Bilingual Program,Single Subject - Science,44100,2008.05,2.73,1.58
Bilingual Program,Single Subject - Science,44100,2008.06,2.74,2.72
Bilingual Program,Single Subject - Science,44100,2008.07,1.96,1.15
Bilingual Program,Single Subject - Science,44100,2008.08,3.75,3.74
Bilingual Program,Single Subject - Science,44100,2008.09,3.67,1.2
Bilingual Program,Single Subject - Science,44100,2008.11,1.52,2.79
Bilingual Program,Single Subject - Science,44100,2008.12,3.84,3.34
Bilingual Program,Single Subject - Science,44100,2009.01,3.37,2.67
Bilingual Program,Single Subject - Science,44100,2009.02,1.3,1.74
Bilingual Program,Single Subject - Science,44100,2009.03,3.72,3.99
Bilingual Program,Single Subject - Science,44100,2009.04,1.27,1.76
Bilingual Program,Single Subject - Science,44100,2009.05,3.77,2.85
Bilingual Program,Single Subject - Science,44100,2009.06,2.53,1.69
Bilingual Program,Single Subject - Science,44100,2009.07,1.4,1.99
Bilingual Program,Single Subject - Science,44100,2009.08,3.09,3.38
Bilingual Program,Single Subject - Science,44100,2009.09,2.3,1.64
Bilingual Program,Single Subject - Science,44100,2009.11,1.6,2.95
Bilingual Program,Single Subject - Science,44100,2009.12,2.4,1.17
Bilingual Program,Single Subject - Science,44100,2010.01,2.81,3.57
Bilingual Program,Single Subject - Science,44100,2010.02,3.76,1.71
Bilingual Program,Single Subject - Science,44100,2010.03,3.36,3.03
Bilingual Program,Single Subject - Science,44100,2010.04,2.49,3.37
Bilingual Program,Single Subject - Science,44100,2010.05,3.57,1.71
Bilingual Program,Single Subject - Science,44100,2010.06,2.92,3.2
Bilingual Program,Single Subject - Science,44100,2010.07,3.06,1
Bilingual Program,Single Subject - Science,44100,2010.08,1.05,2.11
Bilingual Program,Single Subject - Science,44100,2010.09,1.34,2.02
Bilingual Program,Single Subject - Science,44100,2010.11,2.97,2.48
Bilingual Program,Single Subject - Science,44100,2010.12,2.82,2.38
Bilingual Program,Single Subject - Science,44200,1992.01,3.19,3.98
Bilingual Program,Single Subject - Science,44200,1992.02,2.36,1.55
Bilingual Program,Single Subject - Science,44200,1992.03,2.33,2.33
Bilingual Program,Single Subject - Science,44200,1992.04,3.17,1.57
Bilingual Program,Single Subject - Science,44200,1992.05,2.74,1.97
Bilingual Program,Single Subject - Science,44200,1992.06,2.6,3.56
Bilingual Program,Single Subject - Science,44200,1992.07,1.09,3.16
Bilingual Program,Single Subject - Science,44200,1992.08,1.72,2.52
Bilingual Program,Single Subject - Science,44200,1992.09,3.33,2.19
Bilingual Program,Single Subject - Science,44200,1992.11,1.04,2.37
Bilingual Program,Single Subject - Science,44200,1992.12,2.73,3.56
Bilingual Program,Single Subject - Science,44200,1993.01,2.33,3.43
Bilingual Program,Single Subject - Science,44200,1993.02,1.59,1.3
Bilingual Program,Single Subject - Science,44200,1993.03,3.99,1.2
Bilingual Program,Single Subject - Science,44200,1993.04,3.23,1.89
Bilingual Program,Single Subject - Science,44200,1993.05,2.83,1.16
Bilingual Program,Single Subject - Science,44200,1993.06,3.27,1.98
Bilingual Program,Single Subject - Science,44200,1993.07,1.44,3.73
Bilingual Program,Single Subject - Science,44200,1993.08,3.41,3.82
Bilingual Program,Single Subject - Science,44200,1993.09,3.63,2.35
Bilingual Program,Single Subject - Science,44200,1993.11,2.9,1.8
Bilingual Program,Single Subject - Science,44200,1993.12,2.38,2.61
Bilingual Program,Single Subject - Science,44200,1994.01,3.92,3.43
Bilingual Program,Single Subject - Science,44200,1994.02,2.5,2.86
Bilingual Program,Single Subject - Science,44200,1994.03,1.31,1.84
Bilingual Program,Single Subject - Science,44200,1994.04,3.3,3.57
Bilingual Program,Single Subject - Science,44200,1994.05,2.12,3.87
Bilingual Program,Single Subject - Science,44200,1994.06,3.05,1.06
Bilingual Program,Single Subject - Science,44200,1994.07,1.15,1.33
Bilingual Program,Single Subject - Science,44200,1994.08,2.27,1.93
Bilingual Program,Single Subject - Science,44200,1994.09,2.37,3.2
Bilingual Program,Single Subject - Science,44200,1994.11,2.22,2.03
Bilingual Program,Single Subject - Science,44200,1994.12,2.6,2.78
Bilingual Program,Single Subject - Science,44200,1995.01,2.96,1.62
Bilingual Program,Single Subject - Science,44200,1995.02,4,1.87
Bilingual Program,Single Subject - Science,44200,1995.03,1.98,3.03
Bilingual Program,Single Subject - Science,44200,1995.04,3.31,3.78
Bilingual Program,Single Subject - Science,44200,1995.05,2.47,2.79
Bilingual Program,Single Subject - Science,44200,1995.06,1.59,1.24
Bilingual Program,Single Subject - Science,44200,1995.07,3.01,1.68
Bilingual Program,Single Subject - Science,44200,1995.08,3.52,3.35
Bilingual Program,Single Subject - Science,44200,1995.09,2.66,1.98
Bilingual Program,Single Subject - Science,44200,1995.11,2.67,3.16
Bilingual Program,Single Subject - Science,44200,1995.12,3.84,2.35
Bilingual Program,Single Subject - Science,44200,1996.01,2.74,2.79
Bilingual Program,Single Subject - Science,44200,1996.02,1.05,3.71
Bilingual Program,Single Subject - Science,44200,1996.03,3.65,3.16
Bilingual Program,Single Subject - Science,44200,1996.04,3.91,2.58
Bilingual Program,Single Subject - Science,44200,1996.05,2.34,3.41
Bilingual Program,Single Subject - Science,44200,1996.06,3.05,2.66
Bilingual Program,Single Subject - Science,44200,1996.07,1.72,1.73
Bilingual Program,Single Subject - Science,44200,1996.08,2.11,2.08
Bilingual Program,Single Subject - Science,44200,1996.09,1.37,1.18
Bilingual Program,Single Subject - Science,44200,1996.11,3.85,3.25
Bilingual Program,Single Subject - Science,44200,1996.12,2.67,3.3
Bilingual Program,Single Subject - Science,44200,1997.01,1.75,2.25
Bilingual Program,Single Subject - Science,44200,1997.02,3.22,1.49
Bilingual Program,Single Subject - Science,44200,1997.03,3.77,3.28
Bilingual Program,Single Subject - Science,44200,1997.04,1.53,3.76
Bilingual Program,Single Subject - Science,44200,1997.05,3.58,1.66
Bilingual Program,Single Subject - Science,44200,1997.06,3.9,3.38
Bilingual Program,Single Subject - Science,44200,1997.07,1.98,1.95
Bilingual Program,Single Subject - Science,44200,1997.08,3.74,1.56
Bilingual Program,Single Subject - Science,44200,1997.09,3.52,2.29
Bilingual Program,Single Subject - Science,44200,1997.11,1.75,2.35
Bilingual Program,Single Subject - Science,44200,1997.12,3.47,1.08
Bilingual Program,Single Subject - Science,44200,1998.01,3.13,3.3
Bilingual Program,Single Subject - Science,44200,1998.02,1.53,2.76
Bilingual Program,Single Subject - Science,44200,1998.03,3.12,1.44
Bilingual Program,Single Subject - Science,44200,1998.04,3.14,1.19
Bilingual Program,Single Subject - Science,44200,1998.05,3.65,1.32
Bilingual Program,Single Subject - Science,44200,1998.06,3.89,1.9
Bilingual Program,Single Subject - Science,44200,1998.07,3.4,1.45
Bilingual Program,Single Subject - Science,44200,1998.08,3.82,3.05
Bilingual Program,Single Subject - Science,44200,1998.09,1.92,2.4
Bilingual Program,Single Subject - Science,44200,1998.11,1.61,3.56
Bilingual Program,Single Subject - Science,44200,1998.12,1.53,2.72
Bilingual Program,Single Subject - Science,44200,1999.01,3.31,1.5
Bilingual Program,Single Subject - Science,44200,1999.02,1.36,1.81
Bilingual Program,Single Subject - Science,44200,1999.03,3.23,1.54
Bilingual Program,Single Subject - Science,44200,1999.04,3.31,3.89
Bilingual Program,Single Subject - Science,44200,1999.05,1.57,1.24
Bilingual Program,Single Subject - Science,44200,1999.06,3.28,1.05
Bilingual Program,Single Subject - Science,44200,1999.07,1.02,2.13
Bilingual Program,Single Subject - Science,44200,1999.08,3.02,1.01
Bilingual Program,Single Subject - Science,44200,1999.09,3.36,3.67
Bilingual Program,Single Subject - Science,44200,1999.11,1.44,1.05
Bilingual Program,Single Subject - Science,44200,1999.12,2.27,1.58
Bilingual Program,Single Subject - Science,44200,2000.01,2.07,1.81
Bilingual Program,Single Subject - Science,44200,2000.02,2.23,2.92
Bilingual Program,Single Subject - Science,44200,2000.03,2.47,2.95
Bilingual Program,Single Subject - Science,44200,2000.04,3.81,1.38
Bilingual Program,Single Subject - Science,44200,2000.05,1.42,1.55
Bilingual Program,Single Subject - Science,44200,2000.06,1.1,3.71
Bilingual Program,Single Subject - Science,44200,2000.07,2.43,2.62
Bilingual Program,Single Subject - Science,44200,2000.08,3.15,3.13
Bilingual Program,Single Subject - Science,44200,2000.09,1.93,1.62
Bilingual Program,Single Subject - Science,44200,2000.11,2.82,1.85
Bilingual Program,Single Subject - Science,44200,2000.12,1.57,2
Bilingual Program,Single Subject - Science,44200,2001.01,3.7,3.19
Bilingual Program,Single Subject - Science,44200,2001.02,2.05,1.46
Bilingual Program,Single Subject - Science,44200,2001.03,1.28,3.71
Bilingual Program,Single Subject - Science,44200,2001.04,1.89,3.35
Bilingual Program,Single Subject - Science,44200,2001.05,3.91,3.46
Bilingual Program,Single Subject - Science,44200,2001.06,3.64,2.5
Bilingual Program,Single Subject - Science,44200,2001.07,1,1.48
Bilingual Program,Single Subject - Science,44200,2001.08,3.85,1.6
Bilingual Program,Single Subject - Science,44200,2001.09,1.25,1.18
Bilingual Program,Single Subject - Science,44200,2001.11,3.77,3.59
Bilingual Program,Single Subject - Science,44200,2001.12,3.47,1.22
Bilingual Program,Single Subject - Science,44200,2002.01,1.98,2.95
Bilingual Program,Single Subject - Science,44200,2002.02,1.59,3.54
Bilingual Program,Single Subject - Science,44200,2002.03,1.03,3.34
Bilingual Program,Single Subject - Science,44200,2002.04,2.75,1.62
Bilingual Program,Single Subject - Science,44200,2002.05,2.29,3.34
Bilingual Program,Single Subject - Science,44200,2002.06,1.61,2.59
Bilingual Program,Single Subject - Science,44200,2002.07,1.97,3.04
Bilingual Program,Single Subject - Science,44200,2002.08,1.15,3.52
Bilingual Program,Single Subject - Science,44200,2002.09,2.3,2.86
Bilingual Program,Single Subject - Science,44200,2002.11,1.99,3.62
Bilingual Program,Single Subject - Science,44200,2002.12,1.59,1.8
Bilingual Program,Single Subject - Science,44200,2003.01,1.72,1.78
Bilingual Program,Single Subject - Science,44200,2003.02,2.6,1.17
Bilingual Program,Single Subject - Science,44200,2003.03,1.65,1.33
Bilingual Program,Single Subject - Science,44200,2003.04,1.48,1.02
Bilingual Program,Single Subject - Science,44200,2003.05,2.88,1.62
Bilingual Program,Single Subject - Science,44200,2003.06,1.28,1.65
Bilingual Program,Single Subject - Science,44200,2003.07,1.65,2.16
Bilingual Program,Single Subject - Science,44200,2003.08,2.62,3.47
Bilingual Program,Single Subject - Science,44200,2003.09,2.96,2.62
Bilingual Program,Single Subject - Science,44200,2003.11,2.22,3.61
Bilingual Program,Single Subject - Science,44200,2003.12,3.45,1.19
Bilingual Program,Single Subject - Science,44200,2004.01,3.32,3.28
Bilingual Program,Single Subject - Science,44200,2004.02,1.74,3.79
Bilingual Program,Single Subject - Science,44200,2004.03,2.33,1.33
Bilingual Program,Single Subject - Science,44200,2004.04,3.67,2.65
Bilingual Program,Single Subject - Science,44200,2004.05,1.15,2.92
Bilingual Program,Single Subject - Science,44200,2004.06,1.29,2.68
Bilingual Program,Single Subject - Science,44200,2004.07,2.5,1.6
Bilingual Program,Single Subject - Science,44200,2004.08,3.11,3.96
Bilingual Program,Single Subject - Science,44200,2004.09,3.58,1.39
Bilingual Program,Single Subject - Science,44200,2004.11,2.19,1.69
Bilingual Program,Single Subject - Science,44200,2004.12,2.31,2.19
Bilingual Program,Single Subject - Science,44200,2005.01,1.44,2.63
Bilingual Program,Single Subject - Science,44200,2005.02,2.99,1.95
Bilingual Program,Single Subject - Science,44200,2005.03,3.98,3.99
